codigo,coord_x,coord_y,coord_z,name,t_e,tipo,tipo_est,web,zona_est,diasppmx18,diasppmx17,codigo2
9,-13.79194444,-75.39055556,1880,CHALLACA PLU,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000009,RP,,10,000009
110,-2.447666667,-72.66747222,240,EL ESTRECHO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000110,RP,,2,000110
130,-3.8119,-80.50545833,68,RICA PLAYA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000130,VNP,,8,000130
132,-3.503797222,-80.39503889,2,PUERTO PIZARRO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000132,VNP,,4,000132
134,-3.567322222,-80.23323611,50,PAPAYAL,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000134,VNP,,2,000134
136,-3.939097222,-80.65058333,131,CAÑAVERAL,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000136,VNP,,2,000136
139,-3.975941667,-80.40181667,228,CABO INGA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000139,VNP,,1,000139
150,-3.484722222,-73.07944444,103,MAZAN,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000150,RP,,1,000150
152,-3.786527778,-73.29322222,146,PUERTO ALMENDRA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000152,RP,,3,000152
153,-3.899666667,-73.33833333,133,MORALILLO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000153,RP,,3,000153
154,-3.763972222,-73.25491667,113,AMAZONAS,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000154,RP,,1,000154
172,-4.002972222,-73.16061111,141,TAMSHIYACU,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000172,RP,,4,000172
176,-3.786555556,-73.29325,98,SAN ROQUE,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000176,RP,,2,000176
177,-2.487472222,-73.67922222,150,SANTA CLOTILDE,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000177,RP,,3,000177
179,-3.628291667,-80.56926667,7,LA CRUZ,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000179,VNP,,4,000179
180,-3.314527778,-71.85755556,106,PEBAS,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000180,RP,,1,000180
203,-5.111527778,-79.46348889,2974,SALALA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000203,RP,,4,000203
207,-5.175277778,-80.61654167,34,MIRAFLORES,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000207,VNP,,8,000207
208,-4.855741667,-80.73555556,44,MALLARES,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000208,VNP,,2,000208
209,-4.261980556,-81.21815278,291,EL ALTO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000209,VNP,,0,000209
211,-6.900277778,-76.76694444,320,SAPOSOA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000211,RP,,0,000211
216,-4.731969444,-80.27982222,218,PARTIDOR,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000216,VNP,,12,000216
219,-5.826111111,-77.38722222,890,NARANJILLO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000219,RP,,0,000219
220,-4.999525,-79.08861944,722,NAMBALLE,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000220,RP,,4,000220
229,-5.161444444,-78.28805556,323,CHIRIACO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000229,RP,,2,000229
230,-4.921136111,-81.05969167,7,LA ESPERANZA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000230,VNP,,3,000230
231,-5.527563889,-80.81275,8,CHUSIS,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000231,VNP,,9,000231
235,-5.194644444,-79.971075,128,MORROPON,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000235,VNP,,8,000235
237,-4.637755556,-79.71076667,2633,AYABACA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000237,VNP,,0,000237
238,-4.752375,-79.75792222,997,SAUSAL DE CULUCAN,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000238,VNP,,5,000238
239,-5.246805556,-79.45399167,1954,HUANCABAMBA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000239,RP,,4,000239
240,-5.315230556,-79.284925,1605,TABACONAS,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000240,RP,,5,000240
241,-5.917777778,-79.31722222,1110,EL LIMON,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000241,RP,,0,000241
242,-5.145136111,-78.99512222,1243,SAN IGNACIO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000242,RP,3,7,000242
247,-5.246202778,-80.68435833,24,SAN MIGUEL,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000247,VNP,,7,000247
248,-5.565986111,-79.52542222,2178,HUARMACA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000248,VNP,,4,000248
250,-5.643888889,-79.09,1626.5,CHONTALI,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000250,RP,,2,000250
252,-5.676636111,-78.77415556,618,JAEN,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000252,RP,,3,000252
253,-5.661483333,-78.53395833,397,BAGUA CHICA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000253,RP,,1,000253
255,-5.108433333,-80.16956389,89,CHULUCANAS,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000255,VNP,,3,000255
256,-4.830388889,-77.93927778,225,SANTA MARIA DE NIEVA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000256,RP,,0,000256
260,-5.308497222,-78.89758889,1772,CHIRINOS,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000260,RP,,6,000260
261,-5.419936111,-78.43552778,508,ARAMANGO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000261,RP,,1,000261
262,-5.837222222,-79.81908056,124,PASABAR,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000262,VNP,,20,000262
269,-5.149133333,-72.89205278,250,ANGAMOS,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000269,RP,,6,000269
272,-5.944844444,-77.97569444,1354,JAZAN,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000272,RP,,3,000272
278,-5.933611111,-76.08361111,120,SAN RAMON,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000278,RP,,0,000278
279,-4.513361111,-73.58375,88,NAUTA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000279,RP,,0,000279
280,-5.042638889,-73.83555556,128,REQUENA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000280,RP,,0,000280
281,-4.905705556,-73.64972222,126,GENARO HERRERA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000281,RP,,3,000281
291,-3.91125,-70.51205556,107,CABALLOCOCHA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000291,RP,,6,000291
301,-6.731527778,-79.90983611,18,LAMBAYEQUE,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000301,VNP,,4,000301
302,-6.863944444,-79.32061667,187,OYOTUN,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000302,VNP,,11,000302
303,-6.547127778,-78.64863056,2468,CHOTA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000303,RP,,3,000303
304,-7.167494444,-78.49309444,2673,AUGUSTO WEBERBAUER,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000304,RP,,0,000304
305,-6.925113889,-79.12901667,2424,NIEPOS,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000305,VNP,,6,000305
306,-6.801411111,-79.60001944,87,SIPAN,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000306,VNP,,12,000306
307,-6.233888889,-79.31805556,3052,INCAHUASI,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000307,VNP,,2,000307
308,-6.996844444,-78.85308056,2658,SAN MIGUEL,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000308,VNP,,2,000308
309,-6.822747222,-78.744,3082,QUILCATE,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000309,VNP,,0,000309
310,-6.583611111,-76.31694444,230,EL PORVENIR,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000310,RP,,0,000310
313,-7.118872222,-79.561175,51,CHERREPE,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000313,VNP,,12,000313
316,-7.19345,-78.51011944,2894,AYLAMBO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000316,RP,,0,000316
318,-7.191186111,-78.45947222,2630,LA VICTORIA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000318,RP,,0,000318
319,-7.117747222,-78.83083333,2338,SAN PABLO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000319,VNP,,18,000319
320,-6.880794444,-79.54701389,90,CAYALTI,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000320,VNP,,8,000320
321,-7.200602778,-78.32782222,2744,NAMORA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000321,RP,,2,000321
322,-6.416388889,-76.6125,480,TABALOSOS,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000322,RP,6,0,000322
323,-7.236875,-78.21261944,2908,SONDOR-MATARA,M,CON,,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000323,RP,,1,000323
325,-7.280091667,-79.41905833,117,TALLA (GUADALUPE),M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000325,VNP,,8,000325
332,-6.886130556,-79.8355,13,REQUE,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000332,VNP,,4,000332
333,-6.331591667,-79.76869167,78,JAYANCA (LA VIÑA),M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000333,VNP,,25,000333
335,-6.654930556,-79.42789722,182,TINAJONES,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000335,VNP,,10,000335
341,-6.514430556,-79.12261944,2096,LLAMA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000341,VNP,,8,000341
343,-6.453675,-78.96315,2263,HUAMBOS,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000343,VNP,,1,000343
349,-5.67175,-78.89766667,1991,LA CASCARILLA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000349,RP,,5,000349
351,-6.633233333,-78.94761389,2002,SANTA CRUZ,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000351,VNP,,0,000351
352,-6.379638889,-78.80512222,2668,CUTERVO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000352,RP,,0,000352
