Día/mes/año,TemperaturaMax (°c),TemperaturaMin (°c),Temperatura BulboSeco (°c),Temperatura BulboSeco (°c),Temperatura BulboSeco (°c),Temperatura BulboHumedo (°c),Temperatura BulboHumedo (°c),Temperatura BulboHumedo (°c),Precipitacion (mm),Precipitacion (mm),DirecciondelViento 13h,VelocidaddelViento 13h (m/s)
05-Feb-2015,15.2,9.2,9.8,13.8,12.8,9.2,13.2,12.4,5.8,2.2,E,3.0
06-Feb-2015,20,9.6,10.2,18.8,12.4,9.4,16.8,11.8,3.6,2.7,N,4.0
07-Feb-2015,19.2,9.5,10.8,15.6,14,10,14.5,13.6,4.8,2.6,N,2.0
08-Feb-2015,16,10.5,11.8,16.4,11.4,11.2,15.2,10.8,0.0,3.5,E,3.0
09-Feb-2015,17.2,9.6,10.8,15.2,12,10.6,14.6,11.8,0.0,5.2,N,2.0
10-Feb-2015,18.8,10.2,11.2,14.6,11.6,9.8,13.4,10.8,8.6,4.6,N,1.0
11-Feb-2015,21,10.5,13.2,18.2,13.2,12.8,16.8,12.6,0.0,2.2,N,2.0
12-Feb-2015,20.8,11.2,12.2,18.6,13.6,11.8,15.4,13.2,5.1,4.5,N,3.0
13-Feb-2015,15.5,9.5,10,14.4,12.2,9.8,13.8,12.0,1.6,2.2,N,1.0
14-Feb-2015,17.6,10.4,11.2,17.2,12.8,10.8,16.4,12.2,0.0,3.8,N,3.0
15-Feb-2015,19.2,11.2,11.8,18.4,13.4,10.8,16.6,13.0,2.0,3.5,E,4.0
16-Feb-2015,18.6,9.8,10.6,17.4,13.2,10.2,16.2,12.8,2.2,4.2,N,2.0
17-Feb-2015,21.2,10.5,13.2,19.2,13,12.8,17.8,12.6,0.0,2.4,E,4.0
18-Feb-2015,20.2,10.2,12.4,18.2,13.6,12,16,13.0,0.0,0.0,N,4.0
19-Feb-2015,22.8,9.5,10.4,22,14.2,9.6,20.8,13.8,0.0,0.0,N,4.0
20-Feb-2015,23,10.5,12.8,21.6,14.6,12.2,19.8,14.0,0.0,0.0,N,4.0
21-Feb-2015,20.2,11.4,13.6,19,12.4,13.2,16.4,12.0,0.0,0.0,N,4.0
22-Feb-2015,20.4,9.2,12.4,17.6,13.6,12,16.5,12.2,0.0,0.0,E,3.0
23-Feb-2015,23,8.9,9.4,22,14.2,9,19.8,12.8,0.0,0.0,N,4.0
24-Feb-2015,20.6,10.4,12.4,18.2,13.6,12,16.4,13.2,0.0,0.0,E,4.0
25-Feb-2015,19.5,9.8,10.6,17.8,12.4,10.2,16.2,12.0,0.0,4.2,N,1.0
26-Feb-2015,16.8,9.5,10.8,14.6,11.2,10.6,14,10.8,0.0,4.8,N,1.0
27-Feb-2015,19.2,8.6,11.2,15.2,14,10.4,14.2,13.6,2.4,5.2,N,1.0
28-Feb-2015,20.2,9.4,10,18.8,12.2,9.4,16.8,12.0,3.2,0.0,N,1.0
01-Mar-2015,21.2,9.5,11.4,18.6,12.4,10.6,17.8,11.6,0.0,3.0,E,4.0
02-Mar-2015,19.4,8.7,12.2,17.8,11.6,11.8,16.6,11.0,2.4,2.8,E,4.0
03-Mar-2015,20.4,9.2,12.4,18.4,11.8,11.6,17.2,10.6,3.5,6.8,N,6.0
04-Mar-2015,18.6,8.5,11.8,16.2,10,11.2,15.8,9.8,3.8,5.4,N,6.0
05-Mar-2015,20.4,9.6,12.4,18.6,11.6,11.8,17.8,10.5,0.0,5.2,E,4.0
06-Mar-2015,21.8,10.2,12.8,19.2,11,11.6,18.6,10.8,0.0,4.8,N,6.0
07-Mar-2015,20.6,11.4,13.2,20.4,12.6,12.4,19.5,12.0,0.0,3.2,N,4.0
08-Mar-2015,19.8,8.2,12.4,19.2,11.8,11.8,18.6,10.6,2.6,5.3,N,4.0
09-Mar-2015,20.2,10.4,11.6,18.8,10.4,10.4,17,9.5,3.4,4.6,N,6.0
10-Mar-2015,19.1,9.6,13.2,19.9,12.5,12.8,18.4,11.8,2.2,5.2,N,4.0
11-Mar-2015,22.5,9.5,11.2,19.8,12.4,10.8,18.4,11.6,0.0,0.0,E,4.0
12-Mar-2015,20.4,8.6,10.4,18.6,11.2,9.8,17.2,10.8,6.5,7.6,E,4.0
13-Mar-2015,23.2,11.4,13.6,20.6,12.8,12.4,19.2,11.2,0.0,0.0,S,4.0
14-Mar-2015,24,10.8,12.8,19.4,11.6,11.6,18.2,10.4,0.0,0.0,S,4.0
15-Mar-2015,21.8,9.6,11.2,17.6,13.2,10.8,16.4,12.8,0.0,0.0,E,4.0
16-Mar-2015,23.5,11.4,12.6,20.4,13.4,11.8,19.8,12.8,0.0,0.0,S,5.0
17-Mar-2015,22.2,10.4,13.2,17.8,12.4,12.8,17.2,11.6,0.0,5.2,S,5.0
18-Mar-2015,21.4,10,12.4,18.6,11.4,11.9,17.9,10.8,2.6,5.7,S,4.0
19-Mar-2015,19.6,9.8,12.6,19.2,11.8,11.4,18.8,10.2,0.0,4.6,S,4.0
20-Mar-2015,20.2,10.8,12.4,18.6,11.6,11.8,17.8,10.8,2.4,5.2,S,4.0
21-Mar-2015,15.5,9.5,10,13.4,12,9.8,13.2,11.6,5.1,6.0,N,4.0
22-Mar-2015,14.4,10.4,11.2,13.2,11.8,10.8,13,11.2,2.5,1.4,E,4.0
23-Mar-2015,17,10,10.8,16,12.8,10.2,15.4,12.4,1.2,3.8,N,4.0
24-Mar-2015,19.2,9.8,11.4,18.4,13.2,10.6,15.6,12.8,5.2,3.5,E,2.0
25-Mar-2015,19.4,10.4,11.2,18,13.4,10.8,16,13.0,2.2,3.8,N,4.0
26-Mar-2015,18.6,9.6,10.6,17.2,13.6,10.2,16.5,12.8,2.4,4.6,N,4.0
27-Mar-2015,20.5,10.2,11.6,19.4,14.2,11.2,18.4,13.6,1.2,2.8,N,1.0
28-Mar-2015,20.8,10.5,12.2,18.6,13.6,11.8,17.6,12.4,2.4,1.2,E,2.0
29-Mar-2015,21,10.2,13.2,18,13,12.8,17.2,12.8,0.0,3.4,N,4.0
30-Mar-2015,20.2,9.8,12.4,18.2,12.2,11.4,18,11.6,0.0,1.4,N,4.0
